NumberOfClients,NumberOfVehicles,VehicleCapacity,ClientDemand
31-5-100-[19,21,6,19,7,12,16,6,16,8,14,21,16,3,22,18,19,1,24,8,12,4,8,24,24,2,20,15,2,14,9]

DistanceMatrix:
0,0,0.00
0,1,34.93
0,2,77.88
0,3,75.58
0,4,97.58
0,5,54.57
0,6,51.88
0,7,37.05
0,8,85.60
0,9,88.14
0,10,79.23
0,11,101.41
0,12,28.84
0,13,51.04
0,14,27.02
0,15,81.74
0,16,25.71
0,17,74.55
0,18,76.84
0,19,73.82
0,20,36.24
0,21,64.03
0,22,84.17
0,23,78.03
0,24,25.24
0,25,75.96
0,26,21.10
0,27,25.96
0,28,84.86
0,29,62.29
0,30,16.28
0,31,72.78
1,0,34.93
1,1,0.00
1,2,60.31
1,3,59.20
1,4,90.87
1,5,80.71
1,6,40.50
1,7,13.00
1,8,84.40
1,9,94.13
1,10,100.46
1,11,97.14
1,12,8.25
1,13,22.47
1,14,38.08
1,15,97.29
1,16,10.63
1,17,42.30
1,18,77.93
1,19,41.11
1,20,67.21
1,21,30.07
1,22,91.02
1,23,64.35
1,24,39.36
1,25,101.87
1,26,19.42
1,27,46.32
1,28,78.55
1,29,80.32
1,30,19.42
1,31,39.05
2,0,77.88
2,1,60.31
2,2,0.00
2,3,3.16
2,4,37.05
2,5,86.59
2,6,26.25
2,7,48.08
2,8,40.71
2,9,58.82
2,10,90.21
2,11,45.28
2,12,67.18
2,13,39.45
2,14,55.11
2,15,77.47
2,16,59.67
2,17,41.11
2,18,41.11
2,19,43.05
2,20,88.00
2,21,48.84
2,22,58.26
2,23,8.94
2,24,58.05
2,25,100.72
2,26,58.31
2,27,64.38
2,28,28.79
2,29,71.59
2,30,65.19
2,31,48.00
3,0,75.58
3,1,59.20
3,2,3.16
3,3,0.00
3,4,36.01
3,5,83.43
3,6,23.77
3,7,46.75
3,8,38.48
3,9,56.30
3,10,87.13
3,11,44.05
3,12,65.86
3,13,38.91
3,14,52.39
3,15,74.52
3,16,58.05
3,17,42.43
3,18,38.42
3,19,44.28
3,20,85.01
3,21,49.37
3,22,55.61
3,23,7.07
3,24,55.32
3,25,97.58
3,26,56.30
3,27,61.52
3,28,26.93
3,29,68.45
3,30,63.25
3,31,49.09
4,0,97.58
4,1,90.87
4,2,37.05
4,3,36.01
4,4,0.00
4,5,83.55
4,6,50.54
4,7,77.88
4,8,17.03
4,9,33.84
4,10,75.66
4,11,8.54
4,12,96.18
4,13,73.25
4,14,70.77
4,15,59.23
4,16,86.95
4,17,78.16
4,18,25.71
4,19,80.10
4,20,93.62
4,21,85.29
4,22,35.90
4,23,29.07
4,24,73.00
4,25,90.09
4,26,82.42
4,27,76.03
4,28,12.81
4,29,63.39
4,30,89.40
4,31,85.02
5,0,54.57
5,1,80.71
5,2,86.59
5,3,83.43
5,4,83.55
5,5,0.00
5,6,65.74
5,7,74.33
5,8,66.71
5,9,56.82
5,10,26.93
5,11,82.57
5,12,78.29
5,13,84.39
5,14,43.86
5,15,36.88
5,16,70.18
5,17,106.83
5,18,57.87
5,19,107.20
5,20,21.38
5,21,101.91
5,22,52.77
5,23,81.05
5,24,41.87
5,25,21.54
5,26,61.29
5,27,34.41
5,28,74.24
5,29,21.02
5,30,63.06
5,31,108.71
6,0,51.88
6,1,40.50
6,2,26.25
6,3,23.77
6,4,50.54
6,5,65.74
6,6,0.00
6,7,27.51
6,8,44.41
6,9,56.72
6,10,75.69
6,11,56.65
6,12,45.65
6,13,26.48
6,14,29.15
6,15,66.89
6,16,36.62
6,17,43.28
6,18,39.05
6,19,44.20
6,20,63.51
6,21,43.08
6,22,54.34
6,23,26.40
6,24,32.14
6,25,83.01
6,26,33.30
6,27,39.01
6,28,38.08
6,29,55.17
6,30,40.36
6,31,47.17
7,0,37.05
7,1,13.00
7,2,48.08
7,3,46.75
7,4,77.88
7,5,74.33
7,6,27.51
7,7,0.00
7,8,71.59
7,9,82.00
7,10,91.71
7,11,84.15
7,12,19.10
7,13,14.00
7,14,30.48
7,15,86.98
7,16,12.65
7,17,37.66
7,18,65.38
7,19,37.11
7,20,63.81
7,21,28.65
7,22,79.06
7,23,51.61
7,24,32.53
7,25,94.81
7,26,16.49
7,27,40.36
7,28,65.55
7,29,71.11
7,30,21.02
7,31,36.77
8,0,85.60
8,1,84.40
8,2,40.71
8,3,38.48
8,4,17.03
8,5,66.71
8,6,44.41
8,7,71.59
8,8,0.00
8,9,19.21
8,10,59.03
8,11,16.64
8,12,88.54
8,13,70.01
8,14,58.60
8,15,43.01
8,16,78.77
8,17,80.08
8,18,9.43
8,19,81.74
8,20,77.83
8,21,84.59
8,22,20.12
8,23,31.76
8,24,60.44
8,25,73.17
8,26,72.92
8,27,62.24
8,28,12.73
8,29,46.39
8,30,79.61
8,31,86.12
9,0,88.14
9,1,94.13
9,2,58.82
9,3,56.30
9,4,33.84
9,5,56.82
9,6,56.72
9,7,82.00
9,8,19.21
9,9,0.00
9,10,43.01
9,11,29.15
9,12,96.88
9,13,83.19
9,14,62.30
9,15,26.02
9,16,86.83
9,17,96.38
9,18,18.38
9,19,97.86
9,20,72.25
9,21,99.20
9,22,4.24
9,23,50.00
9,24,63.32
9,25,58.42
9,26,79.62
9,27,62.65
9,28,31.89
9,29,35.85
9,30,85.62
9,31,101.84
10,0,79.23
10,1,100.46
10,2,90.21
10,3,87.13
10,4,75.66
10,5,26.93
10,6,75.69
10,7,91.71
10,8,59.03
10,9,43.01
10,10,0.00
10,11,72.03
10,12,99.62
10,13,99.05
10,14,62.39
10,15,17.12
10,16,90.48
10,17,118.93
10,18,52.50
10,19,119.75
10,20,48.27
10,21,116.83
10,22,40.05
10,23,82.76
10,24,61.35
10,25,16.16
10,26,81.60
10,27,55.54
10,28,69.92
10,29,20.81
10,30,84.90
10,31,122.29
11,0,101.41
11,1,97.14
11,2,45.28
11,3,44.05
11,4,8.54
11,5,82.57
11,6,56.65
11,7,84.15
11,8,16.64
11,9,29.15
11,10,72.03
11,11,0.00
11,12,102.04
11,13,80.41
11,14,74.41
11,15,55.15
11,16,92.57
11,17,86.37
11,18,26.08
11,19,88.28
11,20,94.41
11,21,93.09
11,22,32.00
11,23,37.01
11,24,76.42
11,25,87.09
11,26,87.46
11,27,78.64
11,28,18.68
11,29,61.85
11,30,94.34
11,31,93.13
12,0,28.84
12,1,8.25
12,2,67.18
12,3,65.86
12,4,96.18
12,5,78.29
12,6,45.65
12,7,19.10
12,8,88.54
12,9,96.88
12,10,99.62
12,11,102.04
12,12,0.00
12,13,30.41
12,14,37.66
12,15,97.87
12,16,10.05
12,17,50.49
12,18,81.49
12,19,49.25
12,20,63.13
12,21,38.00
12,22,93.54
12,23,70.60
12,24,38.33
12,25,99.73
12,26,18.25
12,27,44.38
12,28,83.63
12,29,80.05
12,30,15.26
12,31,47.00
13,0,51.04
13,1,22.47
13,2,39.45
13,3,38.91
13,4,73.25
13,5,84.39
13,6,26.48
13,7,14.00
13,8,70.01
13,9,83.19
13,10,99.05
13,11,80.41
13,12,30.41
13,13,0.00
13,14,41.05
13,15,92.14
13,16,26.31
13,17,24.04
13,18,65.38
13,19,23.77
13,20,76.03
13,21,17.80
13,22,80.81
13,23,44.94
13,24,43.57
13,25,103.97
13,26,30.27
13,27,51.62
13,28,61.81
13,29,78.24
13,30,35.01
13,31,24.41
14,0,27.02
14,1,38.08
14,2,55.11
14,3,52.39
14,4,70.77
14,5,43.86
14,6,29.15
14,7,30.48
14,8,58.60
14,9,62.30
14,10,62.39
14,11,74.41
14,12,37.66
14,13,41.05
14,14,0.00
14,15,60.30
14,16,28.16
14,17,64.41
14,18,49.93
14,19,64.50
14,20,35.74
14,21,58.26
14,22,58.52
14,23,53.49
14,24,3.00
14,25,64.40
14,26,19.42
14,27,10.77
14,28,58.14
14,29,42.45
14,30,24.02
14,31,65.46
15,0,81.74
15,1,97.29
15,2,77.47
15,3,74.52
15,4,59.23
15,5,36.88
15,6,66.89
15,7,86.98
15,8,43.01
15,9,26.02
15,10,17.12
15,11,55.15
15,12,97.87
15,13,92.14
15,14,60.30
15,15,0.00
15,16,88.12
15,17,109.86
15,18,37.59
15,19,110.94
15,20,56.44
15,21,109.59
15,22,23.35
15,23,69.40
15,24,60.07
15,25,32.98
15,26,79.63
15,27,56.14
15,28,54.63
15,29,19.65
15,30,84.15
15,31,114.06
16,0,25.71
16,1,10.63
16,2,59.67
